4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4
4,4,1,0,2,2,2,2,2,2,2,2,2,2,2,0,1,4,4,4
4,4,1,2,0,2,2,2,6,-1,2,2,2,2,0,2,1,4,4,4
4,4,1,2,2,0,2,2,-1,-1,2,2,2,0,2,2,1,4,4,4
4,4,1,2,2,2,0,2,2,2,2,2,0,2,2,2,1,4,4,4
4,4,1,2,2,2,2,0,2,2,2,0,2,2,2,2,1,4,4,4
4,4,1,2,5,-1,2,2,0,2,0,2,2,7,-1,2,1,4,4,4
4,4,1,2,-1,-1,2,2,2,0,2,2,2,-1,-1,2,1,4,4,4
4,4,1,2,2,2,2,2,0,2,0,2,2,2,2,2,1,4,4,4
4,4,1,2,2,2,2,0,2,2,2,0,2,2,2,2,1,4,4,4
4,4,1,2,2,2,0,2,2,2,2,2,0,2,2,2,1,4,4,4
4,4,1,2,2,0,2,2,5,-1,2,2,2,0,2,2,1,4,4,4
4,4,1,2,0,2,2,2,-1,-1,2,2,2,2,0,2,1,4,4,4
4,4,1,0,2,2,2,2,2,2,2,2,2,2,2,0,1,4,4,4
4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
